,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt,month,disp_rtm_s,asset_nm_new,date,day,hour,runningtime,weather,year
1117,60593000,골 때리는 그녀들 108회(23/08/30),TV 연예/오락,기타,4706,"골때녀의 뿌리 깊은 라이벌 매치! 더욱 단단해져 돌아온 팀워크의 명가 FC개벤져스 VS 절대자 박선영 X 헤딩 천재 홍수아의 동시 하차로 창단 이래 최대 위기 직면한 FC불나방! 피할 수 없는 한 판 승부, 6강 진출권을 두고 펼치는 전통 라이벌의 자존심 싸움! 과연 결과는?","이수근,배성재",1:34,20230831055723,8,5640,골때리는그녀들,2023-08-31,목,5,120분이하,흐림,
1118,63308000,골 때리는 그녀들 108회(23/08/30),TV 연예/오락,기타,5640,"골때녀의 뿌리 깊은 라이벌 매치! 더욱 단단해져 돌아온 팀워크의 명가 FC개벤져스 VS 절대자 박선영 X 헤딩 천재 홍수아의 동시 하차로 창단 이래 최대 위기 직면한 FC불나방! 피할 수 없는 한 판 승부, 6강 진출권을 두고 펼치는 전통 라이벌의 자존심 싸움! 과연 결과는?","이수근,배성재",1:34,20230831212401,8,5640,골때리는그녀들,2023-08-31,목,21,120분이하,흐림,
1119,64385000,조선의 사랑꾼 (정규) 07회(23/02/06),TV 연예/오락,기타,296,"아버지 이용식의 벽이 높기만 한 수민과 원혁. 모두가 잠든 새벽, 두 사람은 사랑을 인정받기 위해 간절한 마음으로 어디론가 발걸음을 향한다. 한편, 엔조이커플의 민수는 팬미팅 장소에서 깜짝 프로포즈를 계획하는데... 라라 앞에 벌어진 뜻밖의 상황에 라라는 오열한다.","박수홍,박경림,최성국,오나미,임라라",1:32,20230818213009,8,5520,조선의사랑꾼,2023-08-18,금,21,120분이하,비,
1120,63101000,물 건너온 아빠들(정규) 34회(23/06/04),TV 연예/오락,기타,261,"1. 예능, 화보, 뮤직비디오까지 섭렵한 슈.스 쌍둥이 브룩, 그레이스의 등장! 2. 리온이를 바라보며 요리할 수 있는 워너비 주방이 있는 새로운 보금자리로 이사를 한 일본 아빠 미노리네! 이사 기념 집들이에 물 아빠 가족들을 초대한 미노리!","장윤정,인교진,김나영,로버트 켈리,알베르트 몬디,쟈오리징,투물,니하트,피터,앤디",1:18,20230817150026,8,4680,물건너온아빠들,2023-08-17,목,15,90분이하,맑음,
1121,63101000,물 건너온 아빠들(정규) 34회(23/06/04),TV 연예/오락,기타,254,"1. 예능, 화보, 뮤직비디오까지 섭렵한 슈.스 쌍둥이 브룩, 그레이스의 등장! 2. 리온이를 바라보며 요리할 수 있는 워너비 주방이 있는 새로운 보금자리로 이사를 한 일본 아빠 미노리네! 이사 기념 집들이에 물 아빠 가족들을 초대한 미노리!","장윤정,인교진,김나영,로버트 켈리,알베르트 몬디,쟈오리징,투물,니하트,피터,앤디",1:18,20230817150451,8,4680,물건너온아빠들,2023-08-17,목,15,90분이하,맑음,
1122,64871000,놀면 뭐하니? 197회(23/07/22),TV 연예/오락,기타,4212,끝나지 않은 문구점 영업 빠르게 줄어드는 재고들! 물론 VIP는 재석님~ 드디어 사태의 심각성을 깨달은 유 부장? 만년 적자 유 부장 영업의 신 각성!? 변한 유 부장에 하 사원도 감동? 하지만 아직까지 판매실적 저조... 위기의 재석팀... 이대로 꼴등 각?,"유재석,정준하,하하,신봉선,박진주,이이경,이미주",1:17,20230819160626,8,4620,놀면뭐하니?,2023-08-19,토,16,90분이하,맑음,
1123,64871000,놀면 뭐하니? 197회(23/07/22),TV 연예/오락,기타,4620,끝나지 않은 문구점 영업 빠르게 줄어드는 재고들! 물론 VIP는 재석님~ 드디어 사태의 심각성을 깨달은 유 부장? 만년 적자 유 부장 영업의 신 각성!? 변한 유 부장에 하 사원도 감동? 하지만 아직까지 판매실적 저조... 위기의 재석팀... 이대로 꼴등 각?,"유재석,정준하,하하,신봉선,박진주,이이경,이미주",1:17,20230819132842,8,4620,놀면뭐하니?,2023-08-19,토,13,90분이하,맑음,
1124,64130000,놀면 뭐하니? 197회(23/07/22),TV 연예/오락,기타,2686,끝나지 않은 문구점 영업 빠르게 줄어드는 재고들! 물론 VIP는 재석님~ 드디어 사태의 심각성을 깨달은 유 부장? 만년 적자 유 부장 영업의 신 각성!? 변한 유 부장에 하 사원도 감동? 하지만 아직까지 판매실적 저조... 위기의 재석팀... 이대로 꼴등 각?,"유재석,정준하,하하,신봉선,박진주,이이경,이미주",1:17,20230801174554,8,4620,놀면뭐하니?,2023-08-01,화,17,90분이하,맑음,
1125,63308000,골 때리는 그녀들 106회(23/08/16),TV 연예/오락,기타,1498,"더 이상의 적수는 없다, 목표는 오로지 압승! 새로운 사령관 오범석의 손끝에서 다시 태어난 FC월드클라쓰 VS 제대로 흑화한 명품 수비수 김희정과 불꽃 스위퍼 키썸의 강철 수비로 골문 틀어막기 대작전!? 슈퍼리거에 대항하는 미친 원더독, FC원더우먼! 데스 매치의 결과는?","이수근,배성재",1:31,20230818185112,8,5460,골때리는그녀들,2023-08-18,금,18,120분이하,비,
1126,60593000,골 때리는 그녀들 106회(23/08/16),TV 연예/오락,기타,4980,"더 이상의 적수는 없다, 목표는 오로지 압승! 새로운 사령관 오범석의 손끝에서 다시 태어난 FC월드클라쓰 VS 제대로 흑화한 명품 수비수 김희정과 불꽃 스위퍼 키썸의 강철 수비로 골문 틀어막기 대작전!? 슈퍼리거에 대항하는 미친 원더독, FC원더우먼! 데스 매치의 결과는?","이수근,배성재",1:31,20230817100654,8,5460,골때리는그녀들,2023-08-17,목,10,120분이하,맑음,
1127,63308000,골 때리는 그녀들 106회(23/08/16),TV 연예/오락,기타,3727,"더 이상의 적수는 없다, 목표는 오로지 압승! 새로운 사령관 오범석의 손끝에서 다시 태어난 FC월드클라쓰 VS 제대로 흑화한 명품 수비수 김희정과 불꽃 스위퍼 키썸의 강철 수비로 골문 틀어막기 대작전!? 슈퍼리거에 대항하는 미친 원더독, FC원더우먼! 데스 매치의 결과는?","이수근,배성재",1:31,20230818191642,8,5460,골때리는그녀들,2023-08-18,금,19,120분이하,비,
1128,65443000,화요일은 밤이 좋아 46회(22/11/08),TV 연예/오락,기타,7380,"화밤, 사랑을 노래하다! 사랑 애 트롯 특집. 사랑 가득 싣고 화밤을 방문한 초특급 대장님들! 오승근X김성환X유지나X김소유X오유진X박구윤! 오늘 미스들 사랑꾼 대장님들과 사랑의 모든 것을 파헤친다! 오늘 사랑 공부 제대로 할 준비 되셨나요~?","붐,장민호,홍지윤,김태연,김의영,별사랑,은가은,황우림",2:03,20230814192221,8,7380,화요일은밤이좋아,2023-08-14,월,19,120분이상,흐림,
1129,60593000,(HD)런닝맨 666회(23/08/06),TV 연예/오락,기타,5580,여름방학 편 - 런닝맨이 떴다(하). 못 볼 꼴 되어가는 진흙탕 개싸움. 교환권이 뭐길래! 집에서도 이어지는 교환권 강탈 전쟁. 자나 깨나 도둑 조심! 그리고 새벽 밭일을 건 마지막 혈투! 무조건 양보하고 싶은 새벽 기상의 주인공은?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:33,20230808081510,8,5580,런닝맨,2023-08-08,화,8,120분이하,맑음,
1130,61356000,(HD)런닝맨 666회(23/08/06),TV 연예/오락,기타,5580,여름방학 편 - 런닝맨이 떴다(하). 못 볼 꼴 되어가는 진흙탕 개싸움. 교환권이 뭐길래! 집에서도 이어지는 교환권 강탈 전쟁. 자나 깨나 도둑 조심! 그리고 새벽 밭일을 건 마지막 혈투! 무조건 양보하고 싶은 새벽 기상의 주인공은?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:33,20230829075047,8,5580,런닝맨,2023-08-29,화,7,120분이하,비,
1131,63084000,(HD)런닝맨 666회(23/08/06),TV 연예/오락,기타,5580,여름방학 편 - 런닝맨이 떴다(하). 못 볼 꼴 되어가는 진흙탕 개싸움. 교환권이 뭐길래! 집에서도 이어지는 교환권 강탈 전쟁. 자나 깨나 도둑 조심! 그리고 새벽 밭일을 건 마지막 혈투! 무조건 양보하고 싶은 새벽 기상의 주인공은?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:33,20230830161344,8,5580,런닝맨,2023-08-30,수,16,120분이하,비,
1132,59933000,(HD)런닝맨 666회(23/08/06),TV 연예/오락,기타,2178,여름방학 편 - 런닝맨이 떴다(하). 못 볼 꼴 되어가는 진흙탕 개싸움. 교환권이 뭐길래! 집에서도 이어지는 교환권 강탈 전쟁. 자나 깨나 도둑 조심! 그리고 새벽 밭일을 건 마지막 혈투! 무조건 양보하고 싶은 새벽 기상의 주인공은?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:33,20230830185348,8,5580,런닝맨,2023-08-30,수,18,120분이하,비,
1133,61065000,(HD)런닝맨 666회(23/08/06),TV 연예/오락,기타,1392,여름방학 편 - 런닝맨이 떴다(하). 못 볼 꼴 되어가는 진흙탕 개싸움. 교환권이 뭐길래! 집에서도 이어지는 교환권 강탈 전쟁. 자나 깨나 도둑 조심! 그리고 새벽 밭일을 건 마지막 혈투! 무조건 양보하고 싶은 새벽 기상의 주인공은?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:33,20230828141351,8,5580,런닝맨,2023-08-28,월,14,120분이하,비,
1134,59933000,(HD)런닝맨 666회(23/08/06),TV 연예/오락,기타,2120,여름방학 편 - 런닝맨이 떴다(하). 못 볼 꼴 되어가는 진흙탕 개싸움. 교환권이 뭐길래! 집에서도 이어지는 교환권 강탈 전쟁. 자나 깨나 도둑 조심! 그리고 새벽 밭일을 건 마지막 혈투! 무조건 양보하고 싶은 새벽 기상의 주인공은?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:33,20230831132522,8,5580,런닝맨,2023-08-31,목,13,120분이하,흐림,
1135,64667000,(HD)가요무대 1774회(22/09/19),TV 연예/오락,기타,1726,"[2022 세계 유기농 엑스포 성공 기원] 현숙, 최유나, 유지나, 안다미, 박혜신, 진성, 류지광, 반가희, 현진우, 배일호, 박상철, 김혜연, 태진아, 안성준, 김성환, 이도진, 김의영, 박군, 이소나, 신미래, 강소리, 권민정, 채윤.",김동건,1:28,20230828074306,8,5280,가요무대,2023-08-28,월,7,90분이하,비,
1136,64385000,신상 출시 편스토랑 167회(23/03/03),TV 연예/오락,기타,4620,"쉰세 번째 주제, 술로 지쳐버린 우리의 속을 달래줄 해장! 1. 해장 3종 요리 공개! 당신의 속은 정상훈이 챙겨드립니다. 2. 해장도 남다르게 하는 차장금의 K-해장 요리 개봉 박두! 3. 어남선생 미식여행 in 광주! 전국에서 오직 광주에만 있는 해장국집이 있다?!","이연복,이정현,이유리,오윤아,한지혜,전혜빈,한다감,김재원,류수영,기태영,정상훈,박솔미",1:17,20230803200805,8,4620,신상출시편스토랑,2023-08-03,목,20,90분이하,맑음,
1137,61900000,더시즌즈-박재범의 드라이브 12회(23/04/23),TV 연예/오락,기타,143,"[열두 번째 드라이브] Tiger JK X 제시(Jessi), H1GHR MUSIC X 정찬성, 백종원, 박재범.",박재범,1:32,20230808171954,8,5520,더시즌즈-박재범의드라이브,2023-08-08,화,17,120분이하,맑음,
1138,64385000,신상 출시 편스토랑 178회(23/05/26),TV 연예/오락,기타,4680,"1. 드라마 가면의 여왕으로 화려하게 본업 복귀한 집밥 퀸 오윤아! 바쁜 일정에도 워너비 몸매를 자랑하는 관리의 여왕, 윤아의 비법은?! 2. 국민배우 박정수가 편스토랑에 떴다! 살림의 여왕! 꿀팁 가득한 박정수 냉장고 대공개!","이연복,이정현,이유리,오윤아,한지혜,전혜빈,한다감,김재원,류수영,기태영,정상훈,박솔미",1:18,20230812163233,8,4680,신상출시편스토랑,2023-08-12,토,16,90분이하,비,
1139,61683000,(HD)세상에이런일이 1243회(23/08/26),TV 연예/오락,기타,1351,1. 깔끔 견 멍게. 깨끗한 게 좋다 개~ 2. 국내 큐브 1인자. 손은 눈보다 빠르다! 국내 최고의 스피드 큐버. 3. 산책하는 거북이. 27세 거북이와 70세 할아버지의 우정. 4. 하울의 움직이는 트럭. 도로 위의 아슬아슬한 존재.,"임성훈,박소현,이윤아",0:58,20230830203718,8,3480,세상에이런일이,2023-08-30,수,20,60분이하,비,
1140,65526000,심야괴담회(정규) 77회(23/01/26),TV 연예/오락,기타,3960,우연히 발견한 물건. 그것에 홀리는 순간 공포가 시작된다. 오직 나뿐인 어둠속 나에게 다가오는 무언가! 도망치려 해도 도망칠 수 없고 헤어나오려 해도 나올 수 없는 그들의 손길이 덮쳐온다! 절대로 현혹되지 마라!,"김구라,김숙,이이경,솔라",1:06,20230820023112,8,3960,심야괴담회,2023-08-20,일,2,90분이하,비,
1141,66110000,(HD)속풀이쇼 동치미 530회(23/01/14),TV 연예/오락,기타,4980,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.,"박수홍,최은경",1:23,20230827211245,8,4980,속풀이쇼동치미,2023-08-27,일,21,90분이하,비,
1142,64385000,(HD)TV동물농장 1114회(23/04/02),TV 연예/오락,기타,3230,"1. 피자집 영업방해견. 어느 날 갑자기 피자집을 찾아온 의문의 견공! 넌 어디서 왔니? 2. 역대급 뻔냥이 감자. 집사만 셋이라는 뻔냥이 감자의 공동육아 현장, 대 공개!! 3. 뽀삐네 찾아온 누렁이. 올무 걸린 누렁이가 뽀삐네를 찾게 된 사연은?","신동엽,정선희,토니안 ,조이",1:03,20230808080220,8,3780,TV동물농장,2023-08-08,화,8,90분이하,맑음,
1143,64385000,(HD)TV동물농장 1114회(23/04/02),TV 연예/오락,기타,617,"1. 피자집 영업방해견. 어느 날 갑자기 피자집을 찾아온 의문의 견공! 넌 어디서 왔니? 2. 역대급 뻔냥이 감자. 집사만 셋이라는 뻔냥이 감자의 공동육아 현장, 대 공개!! 3. 뽀삐네 찾아온 누렁이. 올무 걸린 누렁이가 뽀삐네를 찾게 된 사연은?","신동엽,정선희,토니안 ,조이",1:03,20230809074913,8,3780,TV동물농장,2023-08-09,수,7,90분이하,비,
1144,64130000,구해줘! 홈즈 202회(23/05/07),TV 연예/오락,기타,4306,200회 특집 - 홈즈 코디 취향 모음 집 and in 서울 [학교! 학원! 학군을 찾았어~]. 어나 더 레벨의 취향을 가진 박나래 코디! 미니멀하고 빈티지한 가구 활용의 정석! 그리고 맞벌이 부부가 일하는 동안 평일 오후엔 혼자 지내는 시간이 많은 아이를 위한 집까지!,"박나래,김숙,장동민,양세찬,붐,양세형",1:30,20230831145431,8,5400,구해줘!홈즈,2023-08-31,목,14,90분이하,흐림,
1145,65954000,고딩엄빠 3 17회(23/05/10),TV 연예/오락,기타,1479,너무 심심해서 고딩엄빠를 찾아온 주인공! 육아하면 심심할 틈이 없을 것 같은데? 그런데 아내를 대하는 남편의 태도가 이상하다? 아내 말에는 대답도 안 하고 피하는 남편? 보는 사람도 서운해지는 남편의 행동 결국 폭발한 아내의 가출 선언?! 이 부부의 결말은?,"박미선,하하,인교진",1:25,20230809112034,8,5100,고딩엄빠3,2023-08-09,수,11,90분이하,비,
1146,65954000,고딩엄빠 3 20회(23/05/31),TV 연예/오락,기타,4851,말할 수 없는 비밀이 있다는 고딩엄마! 화가 나고 용서할 수 없었습니다. 의문의 남자까지 등장! 설마 두 집 살림 중?! 모두를 답답하게 만든 고딩엄마의 거짓말! 과연 그녀는 진실을 말할 수 있을까?,"박미선,하하,인교진",1:26,20230809144818,8,5160,고딩엄빠3,2023-08-09,수,14,90분이하,비,
1147,64385000,신상 출시 편스토랑 186회(23/07/21),TV 연예/오락,기타,1575,1. 편스토랑 공식 스윗남편 박수홍! 강원도 횡성에서 즐기는 힐링 여행 코스 마지막 이야기! 2. 심쿵 주의! 슈트 입고 어남편으로 변신한 어남선생! 믿고 먹는 어남선생표 특급 레시피 전격 공개! 3. 기력 떨어진 사람들 주목! 맛티스트 이정현의 특급 보양식 레시피!,"이연복,이정현,이유리,오윤아,한지혜,전혜빈,한다감,김재원,류수영,기태영,정상훈,박솔미",1:17,20230813072301,8,4620,신상출시편스토랑,2023-08-13,일,7,90분이하,흐림,
1148,64385000,신상 출시 편스토랑 186회(23/07/21),TV 연예/오락,기타,4620,1. 편스토랑 공식 스윗남편 박수홍! 강원도 횡성에서 즐기는 힐링 여행 코스 마지막 이야기! 2. 심쿵 주의! 슈트 입고 어남편으로 변신한 어남선생! 믿고 먹는 어남선생표 특급 레시피 전격 공개! 3. 기력 떨어진 사람들 주목! 맛티스트 이정현의 특급 보양식 레시피!,"이연복,이정현,이유리,오윤아,한지혜,전혜빈,한다감,김재원,류수영,기태영,정상훈,박솔미",1:17,20230813054909,8,4620,신상출시편스토랑,2023-08-13,일,5,90분이하,흐림,
1149,61671000,2억9천 : 결혼전쟁 04회(23/07/23),TV 연예/오락,기타,5220,"탈락 위기에 놓인 세 커플이 펼치는 두 번째 데스매치 사랑의 이면! 밤을 꼬박 새우며 이어지는 정육면체 무한 뒤집기 미션! 막판 뒤집기에 성공해 2억 9천을 향한 도전을 이어 나가게 된 커플은? 극한의 미션이 계속되는 캠프, 생존 커플들에게 허락된 특별한 외출!","수영,장성규,이기우,이은지",1:27,20230802173617,8,5220,2억9천:결혼전쟁,2023-08-02,수,17,90분이하,맑음,
1150,59933000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,2574,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230815133719,8,5520,런닝맨,2023-08-15,화,13,120분이하,흐림,
1151,61065000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,3494,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230815162508,8,5520,런닝맨,2023-08-15,화,16,120분이하,흐림,
1152,61065000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,2204,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230813153003,8,5520,런닝맨,2023-08-13,일,15,120분이하,흐림,
1153,66620000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,5520,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230828093843,8,5520,런닝맨,2023-08-28,월,9,120분이하,비,
1154,66102000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,5520,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230821121943,8,5520,런닝맨,2023-08-21,월,12,120분이하,비,
1155,65328000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,3250,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230818223337,8,5520,런닝맨,2023-08-18,금,22,120분이하,비,
1156,59933000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,5520,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230814203647,8,5520,런닝맨,2023-08-14,월,20,120분이하,흐림,
1157,61356000,(HD)런닝맨 664회(23/07/23),TV 연예/오락,기타,1070,유재석의 문화유산답사기. 수학여행 감성 가득한 추억 흠뻑 여행! 시간 체크는 필수! 하루를 꽉 채운 경주 투어. 한 시도 말을 쉬지 않는 유박사의 역사 특강. 통제 불가 학생들과 진땀 빼는 고난도 여행. 그리고 이어진 학업 성취도 평가! 여섯 학생들의 놀라운 학습 결과는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:32,20230817004748,8,5520,런닝맨,2023-08-17,목,0,120분이하,맑음,
1158,64130000,(HD)나 혼자산다 500회(23/06/23),TV 연예/오락,기타,982,나 혼자 산다 무지개 트래블러 편. 계획과 무계획 그 사이! 만족스러운 무지개 회원들의 여행! 제2회 팜유 세미나 개최! 달랏 세미나에 이어 6개월 만에 Come back!! 이번엔 국내다! 목포의 딸 나래가 알려주는 육해공 집중 탐구!,"전현무,기안84,박나래,키,코드쿤스트",1:33,20230802225644,8,5580,나혼자산다,2023-08-02,수,22,120분이하,맑음,
1159,60918000,(HD)나 혼자산다 500회(23/06/23),TV 연예/오락,기타,2678,나 혼자 산다 무지개 트래블러 편. 계획과 무계획 그 사이! 만족스러운 무지개 회원들의 여행! 제2회 팜유 세미나 개최! 달랏 세미나에 이어 6개월 만에 Come back!! 이번엔 국내다! 목포의 딸 나래가 알려주는 육해공 집중 탐구!,"전현무,기안84,박나래,키,코드쿤스트",1:33,20230828151047,8,5580,나혼자산다,2023-08-28,월,15,120분이하,비,
1160,60593000,골 때리는 그녀들 105회(23/08/09),TV 연예/오락,기타,3921,"SBS컵 대회, 두 번째 경기 OPEN! 골때녀 최초 방출팀 더비! 겨울잠에서 깨어난 악바리 독사들, FC아나콘다 VS 몰락한 원조 돌풍의 주역... FC발라드림! 한 치 앞을 예상할 수 없는 지옥의 데스매치! 과연 마지막 자존심을 지켜낼 단 한 팀은?","이수근,배성재",1:31,20230810120311,8,5460,골때리는그녀들,2023-08-10,목,12,120분이하,비,
1161,61408000,골 때리는 그녀들 105회(23/08/09),TV 연예/오락,기타,1085,"SBS컵 대회, 두 번째 경기 OPEN! 골때녀 최초 방출팀 더비! 겨울잠에서 깨어난 악바리 독사들, FC아나콘다 VS 몰락한 원조 돌풍의 주역... FC발라드림! 한 치 앞을 예상할 수 없는 지옥의 데스매치! 과연 마지막 자존심을 지켜낼 단 한 팀은?","이수근,배성재",1:31,20230810075831,8,5460,골때리는그녀들,2023-08-10,목,7,120분이하,비,
1162,61408000,골 때리는 그녀들 105회(23/08/09),TV 연예/오락,기타,4798,"SBS컵 대회, 두 번째 경기 OPEN! 골때녀 최초 방출팀 더비! 겨울잠에서 깨어난 악바리 독사들, FC아나콘다 VS 몰락한 원조 돌풍의 주역... FC발라드림! 한 치 앞을 예상할 수 없는 지옥의 데스매치! 과연 마지막 자존심을 지켜낼 단 한 팀은?","이수근,배성재",1:31,20230810063833,8,5460,골때리는그녀들,2023-08-10,목,6,120분이하,비,
1163,63308000,골 때리는 그녀들 105회(23/08/09),TV 연예/오락,기타,5387,"SBS컵 대회, 두 번째 경기 OPEN! 골때녀 최초 방출팀 더비! 겨울잠에서 깨어난 악바리 독사들, FC아나콘다 VS 몰락한 원조 돌풍의 주역... FC발라드림! 한 치 앞을 예상할 수 없는 지옥의 데스매치! 과연 마지막 자존심을 지켜낼 단 한 팀은?","이수근,배성재",1:31,20230818172043,8,5460,골때리는그녀들,2023-08-18,금,17,120분이하,비,
1164,60593000,놀면 뭐하니? 202회(23/08/26),TV 연예/오락,기타,4140,어딨어 어딨어 끌고 나와도 되나? 세상을 파괴할지도 모르는 쟨 진짜 도XX다. 야 빨리 너 나오라고!! 불안정한 인간이 일으키는 팀분열?,"유재석,하하,박진주,이이경,미주,주우재",1:09,20230827085215,8,4140,놀면뭐하니?,2023-08-27,일,8,90분이하,비,
1165,61683000,놀면 뭐하니? 202회(23/08/26),TV 연예/오락,기타,4140,어딨어 어딨어 끌고 나와도 되나? 세상을 파괴할지도 모르는 쟨 진짜 도XX다. 야 빨리 너 나오라고!! 불안정한 인간이 일으키는 팀분열?,"유재석,하하,박진주,이이경,미주,주우재",1:09,20230828125903,8,4140,놀면뭐하니?,2023-08-28,월,12,90분이하,비,
1166,66110000,(HD)속풀이쇼 동치미 534회(23/02/11),TV 연예/오락,기타,4680,당신이 아직 총각인 줄 알아? 결혼해도 사람은 안 변한다? 결혼했으면 가장답게 행동하라는 아내 VS 결혼하면 내 삶도 반납해야 하냐는 남편.,"박수홍,최은경",1:18,20230827001352,8,4680,속풀이쇼동치미,2023-08-27,일,0,90분이하,비,
1167,64130000,구해줘! 홈즈 191회(23/02/19),TV 연예/오락,기타,507,"홈즈 국악 한마당 in 서울. 전국구를 누비은 한국 무용 안무가의 KTX세권 매물 찾기. 찬또배기가 왓또! 이찬원 인턴 코디. 저희 매물에서 만나겠소? 이승윤 , 이국주 인턴 코디. 아티스트 맞춤 개성 매물! 발 닿는 모든 곳이 무대가 돼! 콘서트장이야? 뭐야?","박나래,김숙,장동민,양세찬,붐,양세형",1:33,20230805184313,8,5580,구해줘!홈즈,2023-08-05,토,18,120분이하,맑음,
1168,66110000,(HD)속풀이쇼 동치미 537회(23/03/04),TV 연예/오락,기타,4800,부부는 일심동체가 아니라 이심이체다?! 우리 집안을 일으킨 건 내 뒷바라지 덕분이라는 아내 VS 내 능력으로 지금껏 잘 먹고 잘 사는 거라는 남편. 나랑 결혼해서 사람 된 줄 알라는 아내 VS 나니까 맞춰주고 사는 거라는 남편. 가수 김지혜! 내 돈으로 명품 사는 남편!,"박수홍,최은경",1:20,20230827043057,8,4800,속풀이쇼동치미,2023-08-27,일,4,90분이하,비,
1169,64385000,(HD)TV동물농장 1113회(23/03/26),TV 연예/오락,기타,1806,"1. 천장 위 넌 누구냥? - 천장 속에 숨어든 의문의 불청객? 모두를 놀라게 한 녀석의 비밀! 2. 별별 소동물 2편 - 작고 귀여운 외모에 숨겨진 소동물들의 별난 능력, 그 두 번째 이야기! 3. 거지엄마와 4꼬물이 - 엄마의 변신은 무죄~ 4년 묵은 누더기 견의 환골탈태 도전기!","신동엽,정선희,토니안 ,조이",1:03,20230808073150,8,3780,TV동물농장,2023-08-08,화,7,90분이하,맑음,
1170,64385000,손대면 핫플-동네멋집 04회(23/06/28),TV 연예/오락,기타,2470,매력 쪽박 카페에서 뷰아일체 핫플로 변신한 2호 멋집! 월 매출 1000만 원을 달성시킬 기적의 신메뉴 공개! 3번째 동네멋집을 찾아 도착한 곳은 철원의 와수리! 이 카페는 폐업이 답이에요... MC들을 경악시킨 공간 장인 유정수의 폐업 선고! 과연 이대로 문을 닫는 것일까?,"김성주,김지은,유정수,주헌,김우석",1:49,20230821164720,8,6540,손대면핫플-동네멋집,2023-08-21,월,16,120분이하,비,
