,subsr,asset_nm_new,ATCR_SCORE,rank
7156,64154000,경이로운소문,0.16999999999999998,301.0
7157,64154000,경이로운소문,0.16999999999999998,301.0
7158,64154000,경이로운소문,0.16999999999999998,301.0
7177,64154000,38사기동대,0.0,571.0
7178,64154000,응답하라1988,0.16,375.0
7179,64154000,응답하라1988,0.16,375.0
7180,64154000,응답하라1988,0.16,375.0
7181,64154000,응답하라1988,0.16,375.0
7182,64154000,사랑의불시착,0.19999999999999998,230.0
7183,64154000,사랑의불시착,0.19999999999999998,230.0
7185,64154000,경이로운소문2:카운터펀치,0.15,443.0
7186,64154000,경이로운소문2:카운터펀치,0.15,443.0
7187,64154000,경이로운소문2:카운터펀치,0.15,443.0
7188,64154000,경이로운소문2:카운터펀치,0.15,443.0
7197,64154000,38사기동대,0.0,571.0
7201,64154000,슬기로운감빵생활,0.02,545.0
7202,64154000,슬기로운감빵생활,0.02,545.0
7203,64154000,슬기로운감빵생활,0.02,545.0
7204,64154000,슬기로운감빵생활,0.02,545.0
7207,64154000,명불허전,0.0,571.0
7213,64154000,슬기로운감빵생활,0.02,545.0
7348,64154000,신과함께-죄와벌,0.0,571.0
7449,64154000,보안관,0.03,485.0
7450,64154000,보안관,0.03,485.0
7574,64154000,해피엔드,0.0,571.0
8041,64154000,동갑내기과외하기,0.0,571.0
8060,64154000,귀신이산다,0.0,571.0
8062,64154000,귀신이산다,0.0,571.0
8064,64154000,귀신이산다,0.0,571.0
8080,64154000,이장과군수,0.0,571.0
8082,64154000,이장과군수,0.0,571.0
8088,64154000,이장과군수,0.0,571.0
8089,64154000,이장과군수,0.0,571.0
8091,64154000,이장과군수,0.0,571.0
